Age,Address,User agent,Mac vendor,Discovered when
5,2094 Ne 36th Ave,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",Intel Corporate,about 1 hour ago
11,8573 Lincoln Blvd,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36","Apple, Inc.",about 1 hour ago
5,5 Elmwood Park Blvd,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36 Edg/93.0.961.47","Apple, Inc.",about 1 hour ago
5,22 Bridle Ln,Facebook,Intel Corporate,24 minutes ago
5,30553 Washington Rd,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Word 16.0.13801; Pro),Intel Corporate,40 minutes ago
7,74874 Atlantic Ave,"Mozilla/5.0 (X11; CrOS x86_64 13982.69.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.130 Safari/537.36","Apple, Inc.",about 1 hour ago
8,6201 S Nevada Ave,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36 Edg/93.0.961.47",CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.,about 1 hour ago
9,6649 N Blue Gum St,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Word 16.0.13801; Pro),Intel Corporate,40 minutes ago
5,649 Tulane Ave,GoogleSoftwareUpdate/1.3.16.180 CFNetwork/978.6 Darwin/18.7.0 (x86_64),Intel Corporate,about 1 hour ago
12,992 Civic Center Dr,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36","Apple, Inc.",about 1 hour ago
9,34 Center St,"Mozilla/5.0 (Linux; Android 11; Nokia 8.3 5G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.62 Mobile Safari/537.36","Apple, Inc.",11 minutes ago
6,28 S 7th St #2824,A/7.1.1/samsung/SM-T560NU/MSM8916/wifi-only/QCX3/l15325911229736774147/-/-/-/samsung/393838/393839/-,SAMSUNG ELECTRO-MECHANICS(THAILAND),about 1 hour ago
6,1 N Harlem Ave #9,"Mozilla/5.0 (Linux; Android 11; Nokia 8.3 5G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.62 Mobile Safari/537.36","Apple, Inc.",11 minutes ago
5,88 Sw 28th Ter,"Mozilla/5.0 (Linux; Android 11; M2103K19G Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/93.0.4577.82 Mobile Safari/537.36",Intel Corporate,about 1 hour ago
7,17 Jersey Ave,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Word 16.0.13801; Pro),Intel Corporate,40 minutes ago
9,25 Se 176th Pl,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36 Edg/93.0.961.47","Samsung Electronics Co.,Ltd",about 1 hour ago
7,5 Harrison Rd,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.19.3 Chrome/91.0.4472.164 Electron/13.2.1 Safari/537.36",Intel Corporate,40 minutes ago
8,4 Carroll St,"Mozilla/5.0 (X11; CrOS x86_64 13982.88.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.162 Safari/537.36",Unknown,5 minutes ago
11,25346 New Rd,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36 Edg/93.0.961.47","Apple, Inc.",about 1 hour ago
12,9 Front St,"Mozilla/5.0 (X11; CrOS x86_64 13982.88.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.162 Safari/537.36",Intel Corporate,about 1 hour ago
11,4800 Black Horse Pike,"Mozilla/5.0 (Linux; Android 11; Nokia 8.3 5G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.62 Mobile Safari/537.36","Apple, Inc.",11 minutes ago
8,2184 Worth St,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","Apple, Inc.",about 1 hour ago
8,6980 Dorsett Rd,"server-bag [macOS,11.5.2,20G95,MacBookAir9,1]",Intel Corporate,about 1 hour ago
8,8739 Hudson St,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36 Edg/93.0.961.47",Intel Corporate,about 1 hour ago
6,618 W Yakima Ave,"Mozilla/5.0 (Windows NT 10.0: Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36",Xiaomi Communications Co Ltd,about 1 hour ago
7,278 Bayview Ave,"server-bag [Mac OS X,10.14.6,18G9323,MacBookAir8,2]","Samsung Electronics Co.,Ltd",29 minutes ago
6,4 Warehouse Point Rd #7,"Mozilla/5.0 (Linux; Android 11; Nokia 8.3 5G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.62 Mobile Safari/537.36","Apple, Inc.",11 minutes ago
11,5 Cabot Rd,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",Intel Corporate,about 1 hour ago
8,46314 Route 130,"Mozilla/5.0 (X11; CrOS x86_64 13505.63.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36","Apple, Inc.",about 1 hour ago
8,34 Saint George Ave #2,"Mozilla/5.0 (Linux; Android 9; Note_7P Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/93.0.4577.62 Mobile Safari/537.36","Apple, Inc.",about 1 hour ago
11,7 Tarrytown Rd,"Mozilla/5.0 (Windows NT 10.0: Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36",Xiaomi Communications Co Ltd,about 1 hour ago
6,7563 Cornwall Rd #4462,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_5_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",Unknown,about 1 hour ago
7,93 Redmond Rd #492,"server-bag [Mac OS X,10.15.7,19H1030,MacBookPro16,3]",Intel Corporate,40 minutes ago
5,76 Brooks St #9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",Intel Corporate,about 1 hour ago
6,78112 Morris Ave,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36 Edg/93.0.961.47","Huawei Device Co., Ltd.",about 1 hour ago
5,6 Ridgewood Center Dr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36 Edg/93.0.961.47",Unknown,42 minutes ago
6,34 Raritan Center Pky,"Mozilla/5.0 (Linux; Android 9; Note_7P Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/93.0.4577.62 Mobile Safari/537.36","Apple, Inc.",about 1 hour ago
6,92899 Kalakaua Ave,"Mozilla/5.0 (Linux; Android 11; SM-G770F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36","Apple, Inc.",about 1 hour ago
5,1747 Calle Amanecer #2,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Excel 16.0.13801; Pro),Intel Corporate,about 1 hour ago
6,45 2nd Ave #9759,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0;),AzureWave Technology Inc.,28 minutes ago
9,3338 A Lockport Pl #6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.19.3 Chrome/91.0.4472.164 Electron/13.2.1 Safari/537.36",Intel Corporate,40 minutes ago
5,85092 Southern Blvd,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36",Unknown,about 1 hour ago
7,73 Southern Blvd,"Mozilla/5.0 (X11; CrOS x86_64 13982.88.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.162 Safari/537.36",Unknown,5 minutes ago
8,4 Iwaena St,GoogleSoftwareUpdate/1.3.16.180 CFNetwork/978.6 Darwin/18.7.0 (x86_64),Intel Corporate,about 1 hour ago
9,919 Wall Blvd,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36 Edg/93.0.961.47",Intel Corporate,about 1 hour ago
12,13252 Lighthouse Ave,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0;),AzureWave Technology Inc.,28 minutes ago
6,2887 Knowlton St #5435,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",Intel Corporate,about 1 hour ago
7,9939 N 14th St,"server-bag [Mac OS X,10.15.7,19H1030,MacBookPro16,3]",Intel Corporate,40 minutes ago
10,84 Bloomfield Ave,Facebook,"Huawei Device Co., Ltd.",about 1 hour ago
10,35 E Main St #43,"itunesstored/1.0 iOS/12.5.4 model/iPhone7,2 hwp/t7000 build/16H50 (6; dt:106)",Intel Corporate,about 1 hour ago
9,20113 4th Ave E,Facebook,Intel Corporate,24 minutes ago
5,2023 Greg St,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",Intel Corporate,9 minutes ago
10,3125 Packer Ave #9851,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36 Edg/93.0.961.47","Samsung Electronics Co.,Ltd",about 1 hour ago
11,8 W Cerritos Ave #54,okhttp/3.12.3,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",25 minutes ago
9,82 Winsor St #54,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Excel 16.0.13801; Pro),Intel Corporate,about 1 hour ago
7,52777 Leaders Heights Rd,"Mozilla/5.0 (X11; CrOS x86_64 13982.69.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.130 Safari/537.36","Apple, Inc.",about 1 hour ago
8,2 Sw Nyberg Rd,"itunesstored/1.0 iOS/12.5.4 model/iPhone7,2 hwp/t7000 build/16H50 (6; dt:106)",Intel Corporate,about 1 hour ago
8,3732 Sherman Ave,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",Intel Corporate,about 1 hour ago
5,75684 S Withlapopka Dr #32,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G935F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",Intel Corporate,40 minutes ago
10,12270 Caton Center Dr,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",Intel Corporate,9 minutes ago
11,6 S 33rd St,Facebook,"Huawei Device Co., Ltd.",about 1 hour ago
6,14302 Pennsylvania Ave,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",Intel Corporate,about 1 hour ago
9,1610 14th St Nw,Facebook,"Huawei Device Co., Ltd.",about 1 hour ago
10,5 Williams St,Facebook,Intel Corporate,24 minutes ago
6,1482 College Ave,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36 Edg/93.0.961.47","Samsung Electronics Co.,Ltd",about 1 hour ago
10,40 9th Ave Sw #91,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36",Unknown,about 1 hour ago
7,426 Wolf St,"Mozilla/5.0 (X11; CrOS x86_64 13505.63.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36","Apple, Inc.",about 1 hour ago
7,9581 E Arapahoe Rd,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36","Apple, Inc.",about 1 hour ago
11,9 Waydell St,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",Intel Corporate,about 1 hour ago
5,2759 Livingston Ave,GoogleSoftwareUpdate/1.3.16.180 CFNetwork/1240.0.4 Darwin/20.6.0,"Apple, Inc.",7 minutes ago
12,72 Mannix Dr,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0;),AzureWave Technology Inc.,28 minutes ago
11,3424 29th St Se,"Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-J320F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/13.2 Chrome/83.0.4103.106 Mobile Safari/537.36","Hon Hai Precision Ind. Co.,Ltd.",about 1 hour ago
8,55 Hawthorne Blvd,"itunesstored/1.0 iOS/12.5.4 model/iPhone7,2 hwp/t7000 build/16H50 (6; dt:106)",Intel Corporate,about 1 hour ago
5,64 Newman Springs Rd E,"server-bag [Mac OS X,10.15.7,19H1030,MacBookPro16,3]",Intel Corporate,40 minutes ago
7,51120 State Route 18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36 Edg/93.0.961.47","Samsung Electronics Co.,Ltd",about 1 hour ago
7,7 W Wabansia Ave #227,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36",Unknown,about 1 hour ago
6,74 W College St,GoogleSoftwareUpdate/1.3.16.180 CFNetwork/978.6 Darwin/18.7.0 (x86_64),Intel Corporate,about 1 hour ago
6,47565 W Grand Ave,OfficeClickToRun,"Samsung Electronics Co.,Ltd",about 1 hour ago
6,1048 Main St,"Mozilla/5.0 (Windows NT 10.0: Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36",Xiaomi Communications Co Ltd,about 1 hour ago
12,18 Coronado Ave #563,"Mozilla/5.0 (Linux; Android 9; Note_7P Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/93.0.4577.62 Mobile Safari/537.36","Apple, Inc.",about 1 hour ago
5,2167 Sierra Rd,"Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-J320F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/13.2 Chrome/83.0.4103.106 Mobile Safari/537.36","Hon Hai Precision Ind. Co.,Ltd.",about 1 hour ago
10,6916 W Main St,A/7.1.1/samsung/SM-T560NU/MSM8916/wifi-only/QCX3/l15325911229736774147/-/-/-/samsung/393838/393839/-,SAMSUNG ELECTRO-MECHANICS(THAILAND),about 1 hour ago
10,1644 Clove Rd,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",Intel Corporate,9 minutes ago
